,job_title,company_name,company_page,location,job_type,skills
691,Remote Work-From-Home Data Entry Job,Envirogent -,https://wuzzuf.net/jobs/careers/Envirogent-Qatar-110351,"Riyadh, Saudi Arabia",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'microsoft office', 'administration', 'data entry', 'communication skills', 'software']"
692,Sr. Cost engineer,Thabat Construction -,https://wuzzuf.net/jobs/careers/Thabat Construction-Saudi Arabia-100708,"Makkah, Saudi Arabia",Full Time,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Engineering', 'Civil Engineering', 'Construction', 'Cost Control', 'Project Management', 'Primavera', 'Architecture']"
693,Safety Executive,Confidential -,,"6th of October, Giza, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Operations/Management', 'Engineering - Other', 'Health', 'Health and Safety', 'Safety', 'Health, Safety and Environment', 'Environment, Health, and Safety (EHS)', 'Health, Safety, Security and Environment', 'Environment, Health, and Safety', 'Safety Management']"
694,Data Entry Remote Work (Part-Time/Full-Time),Steady State Sports -,https://wuzzuf.net/jobs/careers/Steady State Sports-United Arab Emirates-110312,"Riyadh, Saudi Arabia",Full Time,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'microsoft office', 'administration', 'data entry', 'software', 'communication skills']"
695,Urgent Hiring for Data Analyst,PRIME IMMIGRATION LTD -,https://wuzzuf.net/jobs/careers/PRIME-IMMIGRATION-LTD-United-Arab-Emirates-102871,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'finance', 'erp', 'analysis', 'analytics', 'quality']"
696,AI Engineer - Saudi Arabia,Yeah! Global -,https://wuzzuf.net/jobs/careers/Yeah! Global-Egypt-101756,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'AI', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Python', 'Software Engineering', 'NLP']"
697,AI Engineer - UAE,Yeah! Global -,https://wuzzuf.net/jobs/careers/Yeah! Global-Egypt-101756,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'AI', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Python', 'Software Engineering', 'NLP']"
698,Research Scientist,Nathan & Nathan -,https://wuzzuf.net/jobs/careers/Nathan & Nathan-United Arab Emirates-100239,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'engineering', 'python', 'research', 'analysis', 'programming']"
699,Work From Home Data Entry Assistant,GE-V -,https://wuzzuf.net/jobs/careers/GE-V-Qatar-110258,"Riyadh, Saudi Arabia",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'microsoft office', 'administration', 'information technology (it)', 'computer science', 'data entry', 'communication skills', 'management']"
700,Cable Testing & Service Engineer,GETP Group -,https://wuzzuf.net/jobs/careers/GETP Group-Qatar-100838,"Doha, Qatar",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'software development', 'software', 'electrical engineering', 'testing']"
701,IT Security Operations Lead Engineer,"Zakat, Tax and Customs Authority -","https://wuzzuf.net/jobs/careers/Zakat, Tax and Customs Authority-Saudi Arabia-106523","Riyadh, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'software development', 'maintenance', 'management', 'operations']"
702,System Engineer,2P Perfect Presentation -,https://wuzzuf.net/jobs/careers/2P Perfect Presentation-Saudi Arabia-100720,"Riyadh, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Software Engineering', 'Installation', 'Software Development']"
703,Senior .Net Software Developer,BI-Technologies -,https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526,"New Cairo, Cairo, Egypt",Full Time / Hybrid,"['2 - 7 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'ASP.NET', 'SQL', 'javaScript', 'jQuery']"
704,Senior Android Developer (JAVA/KOTLIN),Naqla -,https://wuzzuf.net/jobs/careers/naqla-Egypt-21630,"Nasr City, Cairo, Egypt",Full Time / On-site,"['4 - 6 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Java', 'RESTful', 'Software Development', 'Engineering', 'Agile', 'Android', 'Computer Science', 'Information Technology (IT)']"
705,Run Plant Engineer (m/f),DuPont -,https://wuzzuf.net/jobs/careers/DuPont-Saudi Arabia-103723,"Riyadh, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Maintenance', 'Production', 'ACAD', 'Computer Science']"
706,Senior Quality Engineer,avua -,https://wuzzuf.net/jobs/careers/avua-United Arab Emirates-106432,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'Quality Control', 'Quality Assurance', 'Software Engineering', 'Software Development']"
707,Senior Software Engineer - Software System Integration and Verification,Thales -,https://wuzzuf.net/jobs/careers/Thales-Egypt-99777,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Software Development', 'Software Engineering', 'Computer Engineering', 'Quality Control']"
708,Supplier Quality Engineer,HALCON -,https://wuzzuf.net/jobs/careers/HALCON-United Arab Emirates-100400,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Quality Control', 'Quality Assurance', 'Engineering', 'Quality', 'Computer Science', 'Information Technology (IT)', 'Software Testing']"
709,Programme Quality Engineer,HALCON -,https://wuzzuf.net/jobs/careers/HALCON-United Arab Emirates-100400,"Dubai, United Arab Emirates",Freelance / Project,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Quality Control', 'Quality Assurance', 'Engineering', 'Quality', 'Computer Science', 'Information Technology (IT)', 'Software Testing']"
710,Engineer - Quality Assurance,Presight -,https://wuzzuf.net/jobs/careers/Presight-United Arab Emirates-100224,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Computer Engineering', 'Mechanical Engineering']"
711,Senior .NET Full Stack Developer (.NET Core & Angular),Lumin -,https://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729,"Sheikh Zayed, Giza, Egypt",Full Time / Hybrid,"['4+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'ASP.NET', 'ADO.NET', 'C#.Net', '.NET', '.NEt Full Stack Developer', 'Full Stack Developer', 'java', 'Python']"
712,Senior Full Stack Engineer - Remote al,HR Ways - Hiring Tech Talent -,https://wuzzuf.net/jobs/careers/HR Ways - Hiring Tech Talent-United Arab Emirates-103945,"Makkah, Saudi Arabia",Full Time,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'javaScript', 'HTML', 'CSS', 'Full Stack']"
713,Backend Engineer,Presight -,https://wuzzuf.net/jobs/careers/Presight-United Arab Emirates-100224,"Dubai, United Arab Emirates",Full Time,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Back-End', 'Engineering', 'PHP']"
714,Compressor Engineer,Dev2Work LLC -,https://wuzzuf.net/jobs/careers/Dev2Work LLC-Qatar-109719,"Riyadh, Saudi Arabia",Full Time,"['Installation/Maintenance/Repair', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Engineering', 'Compressors', 'Maintenance', 'Sales Skills', 'Electrical Engineering', 'Sales']"
715,LWD Field Engineer - Drilling Services,Weatherford -,https://wuzzuf.net/jobs/careers/Weatherford-Kuwait-100152,"Kuwait City, Kuwait",Full Time,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Electrical Engineering', 'Maintenance', 'Information Technology (IT)', 'Installation', 'Computer Science', 'Mechanical Engineering']"
716,Architecture - Technical Office Section Head,Daam  -,https://wuzzuf.net/jobs/careers/Daam-Egypt-104070,"Maadi, Cairo, Egypt",Full Time / On-site,"['10 - 14 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'architectural', 'Architectural Engineering', 'AutoCAD', 'BIM', 'Architecture', 'Construction', 'Engineering', 'Technical Office']"
717,Architectural Engineer,Taiba Consulting Company -,https://wuzzuf.net/jobs/careers/Taiba Consulting Company-Saudi Arabia-105225,"Riyadh, Saudi Arabia",Full Time,"['Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Project/Program Management', 'Architecture', 'Engineering', 'Civil Engineering', 'AutoCAD', 'Construction', 'Design', 'Project Management']"
718,Remote Data Entry Opportunities (Work-From-Home),GE-V -,https://wuzzuf.net/jobs/careers/GE-V-Qatar-110258,"Dubai, United Arab Emirates",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'customer service', 'information technology (it)', 'customer support', 'customer care', 'microsoft office', 'data entry', 'management']"
719,Site Engineer,ENGIE Middle East -,https://wuzzuf.net/jobs/careers/ENGIE Middle East-United Arab Emirates-100662,"Dubai, United Arab Emirates",Freelance / Project,"['Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Engineering', 'Civil Engineering', 'Construction', 'AutoCAD', 'Architecture', 'Site Engineering', 'Electrical Engineering']"
720,Senior iOS Developer,GET Group- Egypt -,https://wuzzuf.net/jobs/careers/GET-Group--Egypt-Egypt-3132,"Cairo, Egypt",Full Time / Hybrid,"['3+ Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Software Development', 'ios developer', 'iOS', 'Swift', 'flutter', 'SDLC']"
721,Sales Team Leader - Steel Fabrication,EEC Group -,https://wuzzuf.net/jobs/careers/EEC-Group-Egypt-31409,"Belbes, Sharqia, Egypt",Full Time / On-site,"['7 - 10 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Engineering', 'Sales', 'business', 'sales skills']"
722,Network/Systems Engineer 4,GovCIO -,https://wuzzuf.net/jobs/careers/GovCIO-Qatar-100191,"Doha, Qatar",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Maintenance', 'Networking', 'Networks', 'Computer Hardware']"
723,Senior Energy Engineer,Kafou Energy -,https://wuzzuf.net/jobs/careers/Kafou Energy-Saudi Arabia-110745,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Electrical Engineering']"
724,MPD Field Engineer,Progressive Recruitment -,https://wuzzuf.net/jobs/careers/Progressive Recruitment-Saudi Arabia-99899,"Riyadh, Saudi Arabia",Freelance / Project,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Electrical Engineering', 'Maintenance', 'Information Technology (IT)', 'Installation', 'Computer Science', 'Mechanical Engineering']"
725,Junior Level Data Entry - Work From Home,Steady State Sports -,https://wuzzuf.net/jobs/careers/Steady State Sports-United Arab Emirates-110312,"Dubai, United Arab Emirates",Full Time,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'accounting', 'finance', 'microsoft office', 'information technology (it)', 'data entry', 'communication skills', 'management']"
726,BIM Coordinator,Polar Construction and Project Management -,https://wuzzuf.net/jobs/careers/Polar Construction and Project Management-Egypt-109450,"New Cairo, Cairo, Egypt",Full Time / On-site,"['5 - 8 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Architecture', 'BIM', 'Engineering']"
727,IT Specialist,El Mansour Development  -,https://wuzzuf.net/jobs/careers/Memar-El-Mansour-Egypt-36451,"Mokattam, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Computer Engineering', 'Information Technology (IT)', 'Installation', 'Troubleshooting', 'Maintenance', 'Computer Hardware']"
728,Material's and production planning,Confidential -,,"6th of October, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Manufacturing/Production', 'Communication skills', 'Manufacturing', 'Supply Chain', 'Planning', 'business', 'Engineering', 'English', 'ERP', 'Management']"
729,Risk Engineer,DAR ENGINEERING -,https://wuzzuf.net/jobs/careers/DAR ENGINEERING-Saudi Arabia-99929,"Makkah, Saudi Arabia",Full Time,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'Engineering', 'Risk Assessment', 'Project Management', 'Risk Management', 'Computer Science', 'Information Technology (IT)', 'Quality']"
730,"Graduate Imaging Geophysicist (for Physics, Geophysics & Electrical Engineering Majors)",Viridien -,https://wuzzuf.net/jobs/careers/Viridien-Egypt-110407,"Riyadh, Saudi Arabia",Full Time,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'sales', 'sales skills', 'marketing', 'social media', 'customer service', 'science', 'engineering']"
731,Urgently Hiring (Remote Data Entry Operator),GE-V -,https://wuzzuf.net/jobs/careers/GE-V-Qatar-110258,"Riyadh, Saudi Arabia",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'microsoft office', 'customer service', 'customer support', 'customer care', 'management', 'communication skills', 'communication']"
732,Full-Time Remote Data Entry Assistant,"Prax Worldwide Media, Marketing, and Promotions -","https://wuzzuf.net/jobs/careers/Prax Worldwide Media, Marketing, and Promotions-Saudi Arabia-110243","Riyadh, Saudi Arabia",Full Time,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'microsoft office', 'accounting', 'data entry', 'communication skills', 'software']"
733,Remote Data Entry Assistant– Work From Home,"Prax Worldwide Media, Marketing, and Promotions -","https://wuzzuf.net/jobs/careers/Prax Worldwide Media, Marketing, and Promotions-Saudi Arabia-110243","Riyadh, Saudi Arabia",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'customer service', 'administration', 'microsoft office', 'data entry', 'communication skills']"
734,Remote Data Entry Assistant– Work From Home,Steady State Sports -,https://wuzzuf.net/jobs/careers/Steady State Sports-United Arab Emirates-110312,"Dubai, United Arab Emirates",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'customer service', 'administration', 'microsoft office', 'data entry', 'communication skills']"
735,Project Surveyor,NMDC -,https://wuzzuf.net/jobs/careers/NMDC-Egypt-32088,"Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Dredging', 'Engineering', 'survey', 'AutoCAD']"
736,Home Appliances Factory Manager,JAC -,https://wuzzuf.net/jobs/careers/jAC-Egypt-35923,"Badr City, Cairo, Egypt",Full Time / On-site,"['10 - 20 Yrs of Exp', 'males_only', 'Manufacturing/Production', 'Engineering', 'Management', 'Home appliances']"
737,Software Engineer - Digital Assets Algorithmic Trading (C#),Austin Werner -,https://wuzzuf.net/jobs/careers/Austin Werner-United Arab Emirates-103161,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Engineering', 'Computer Engineering', 'Software']"
738,Solar O&M Engineer,Sharaf DG Energy -,https://wuzzuf.net/jobs/careers/Sharaf DG Energy-United Arab Emirates-101587,"Dubai, United Arab Emirates",Full Time,"['Engineering - Construction/Civil/Architecture', 'Quality', 'Engineering - Mechanical/Electrical', 'engineering', 'mechanical engineering', 'autocad', 'architecture', 'electrical engineering', 'maintenance', 'power']"
739,Senior English & Arabic Translator,Telus international company -,https://wuzzuf.net/jobs/careers/Telus international company-United Kingdom-109136,"Cairo, Egypt",Freelance / Project / Part Time / Remote,"['1 - 3 Yrs of Exp', 'Writing/Editorial', 'Project', 'English', 'Writing', 'Translation', 'Arabic', 'Engineering', 'Grammar', 'interpreter', 'languages']"
740,Planning Team Leader,REDCON Construction Co. S.A.E -,https://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934,"Cairo, Egypt",Full Time / On-site,"['8 - 12 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Construction', 'Engineering', 'Planning', 'Project Management', 'PMO']"
741,Data Entry Clerk Working Remotely From Home,GE-V -,https://wuzzuf.net/jobs/careers/GE-V-Qatar-110258,"Riyadh, Saudi Arabia",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'data entry', 'administration', 'microsoft office', 'information technology (it)', 'typing', 'software', 'data']"
742,"Monitoring Agent "" SOC L1""",e-finance -,https://wuzzuf.net/jobs/careers/e-finance-Egypt-2920,"Smart Village, Giza, Egypt",Full Time / On-site,"['1 - 2 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Monitoring', 'Security', 'Engineering', 'Computer Science', 'Information Technology (IT)']"
743,IT Full-Stack Developer (Java Spring),Erada -,https://wuzzuf.net/jobs/careers/Erada-Egypt-89969,"Maadi, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Computer Science', 'Software Development', 'Software Engineering', 'Information Technology (IT)', 'Full Stack', 'CSS', 'Git']"
744,Construction Mechanical Completion Engineer,Met T&S -,https://wuzzuf.net/jobs/careers/Met T&S-United Arab Emirates-107169,"Dubai, United Arab Emirates",Freelance / Project,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'engineering', 'mechanical engineering', 'construction', 'electrical engineering', 'english', 'management', 'mechanical']"
745,Construction Mechanical Completion Engineer,Tecnimont -,https://wuzzuf.net/jobs/careers/Tecnimont-United Arab Emirates-101025,"Dubai, United Arab Emirates",Freelance / Project,"['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'engineering', 'mechanical engineering', 'construction', 'electrical engineering', 'english', 'management', 'mechanical']"
746,"Engineer, Operation",SABIC -,https://wuzzuf.net/jobs/careers/SABIC-Saudi Arabia-103497,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'Engineering', 'Operations', 'Information Technology (IT)', 'Computer Science', 'Mechanical Engineering', 'Management', 'Maintenance']"
747,IT Specialist,Ibn Sina Pharma -,https://wuzzuf.net/jobs/careers/Ibn-Sina-Pharma-Egypt-7249,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['1 - 2 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'CCNA', 'computer', 'Computer Science', 'Engineering', 'English', 'Information Technology (IT)', 'Maintenance', 'MCSA']"
748,Remote Online Data Entry Clerk Needed,Artisans Ecotimber -,https://wuzzuf.net/jobs/careers/Artisans Ecotimber-Qatar-108358,"Riyadh, Saudi Arabia",Full Time,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'data entry', 'administration', 'microsoft office', 'media', 'social media']"
749,Customer Engineer,NCR Atleos -,https://wuzzuf.net/jobs/careers/NCR Atleos-Egypt-100370,"Riyadh, Saudi Arabia",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Customer Service', 'Engineering', 'Customer Support', 'Customer Care', 'Sales', 'Sales Skills', 'Information Technology (IT)']"
750,Full-Time Remote Data Entry Assistant,InfraSystems Solutions -,https://wuzzuf.net/jobs/careers/InfraSystems Solutions-Saudi Arabia-108986,"Dubai, United Arab Emirates",Full Time,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'microsoft office', 'accounting', 'data entry', 'communication skills', 'software']"
751,E and I QC Engineer,Archirodon Group N.V. -,https://wuzzuf.net/jobs/careers/Archirodon Group N.V.-Saudi Arabia-101215,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'engineering', 'information technology (it)', 'computer science', 'software development', 'qc', 'quality', 'testing']"
752,Work-From-Home Data Entry Positions,InfraSystems Solutions -,https://wuzzuf.net/jobs/careers/InfraSystems Solutions-Saudi Arabia-108986,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'microsoft office', 'information technology (it)', 'sales', 'computer science', 'data entry', 'communication skills', 'management']"
753,Lab Supervisor - Mechanical,Universities of Canada in Egypt -,https://wuzzuf.net/jobs/careers/Universities-of-Canada-in-Egypt-9537,"New Capital, Cairo, Egypt",Full Time / On-site,"['1 - 3 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Lab', 'Mechanical Engineering']"
754,Civil Technical office,Safoury Development -,https://wuzzuf.net/jobs/careers/Safoury Development-Egypt-102607,"6th of October, Giza, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Civil', 'Civil Engineering', 'Engineering', 'AutoCAD', 'QS']"
755,Senior Frontend Developer - Fully Remote Job,Confidential -,,"Cairo, Egypt",Full Time / Remote,"['3 - 8 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other', 'CSS3', 'Computer Science', 'Software Development', 'Software Engineering', 'front-end', 'HTML5', 'Information Technology (IT)']"
756,Dynatrace Engineer,INVADE Solutions LTD -,https://wuzzuf.net/jobs/careers/INVADE Solutions LTD-Egypt-106372,"Dubai, United Arab Emirates",Freelance / Project,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'dom', 'html', 'c#', 'nodejs', 'aws', 'cd', 'ci']"
757,Work-From-Home Data Entry Positions (Entry Level),InfraSystems Solutions -,https://wuzzuf.net/jobs/careers/InfraSystems Solutions-Saudi Arabia-108986,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'microsoft office', 'information technology (it)', 'sales', 'computer science', 'administration', 'data entry', 'computer skills']"
758,DevOps Engineer,Virtusa -,https://wuzzuf.net/jobs/careers/Virtusa-United Arab Emirates-99968,"Dubai, United Arab Emirates",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'DevOps', 'Software Development', 'Software Engineering', 'Engineering', 'Computer Engineering']"
759,Senior PHP Developer,Confidential -,,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'IT/Software Development', 'Computer Science', 'developer', 'Information Technology (IT)', 'PHP developer', 'PHP', 'senior', 'Software Development', 'Software Engineering', 'Python']"
760,"Technical Specialist, Tier 1",RISEUP (Endemag for Administrative Skills Development) -,https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,"Giza, Egypt",Full Time / Hybrid,"['5 - 8 Yrs of Exp', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Customer support engineer', 'Technical Support', 'Helpdesk support', 'Support', 'IT', 'technical']"
761,"Data Tech Lead, UAE",Jobs via eFinancialCareers -,https://wuzzuf.net/jobs/careers/Jobs via eFinancialCareers-Kuwait-109028,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Marketing/PR/Advertising', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'sales', 'marketing', 'software development', 'management', 'sql']"
762,Senior Mechanical Engineer - Design,Syska Hennessy Group -,https://wuzzuf.net/jobs/careers/Syska Hennessy Group-United Arab Emirates-101705,"Dubai, United Arab Emirates",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Electrical Engineering', 'Software Development']"
763,Radio System Engineer,Thales -,https://wuzzuf.net/jobs/careers/Thales-Egypt-99777,"Dubai, United Arab Emirates",Full Time,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Installation', 'Linux', 'Maintenance']"
764,IT Manager,Intouch CX  -,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,"Maadi, Cairo, Egypt",Full Time / On-site,"['3+ Yrs of Exp', 'IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'Computer Science', 'Administration', 'Analysis', 'computer', 'Computer Engineering', 'Computer Hardware', 'English']"
765,Purchase Manager Engineering Capex & MRO,Saudia Dairy & Foodstuff Company (SADAFCO) -,https://wuzzuf.net/jobs/careers/Saudia Dairy & Foodstuff Company (SADAFCO)-Saudi Arabia-104562,"Makkah, Saudi Arabia",Full Time,"['Engineering - Construction/Civil/Architecture', 'Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'engineering', 'mechanical engineering', 'purchasing', 'procurement', 'supply chain', 'microsoft office', 'english']"
766,Electrical Maintenance Manager (Ceramic and Porcelain Tiles Production),Al Omaraa Group for Ceramic and Porcelain Production -,https://wuzzuf.net/jobs/careers/Porcelain-Majestic-Egypt-64798,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['10+ Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Electrical', 'Electrical Engineering', 'Engineering', 'Maintenance', 'Operations', 'Repair', 'Troubleshooting']"
767,Mechanical Maintenance Manager (Ceramic and Porcelain Tiles Production),Al Omaraa Group for Ceramic and Porcelain Production -,https://wuzzuf.net/jobs/careers/Porcelain-Majestic-Egypt-64798,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,"['10+ Yrs of Exp', 'Installation/Maintenance/Repair', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Maintenance', 'Mechanical Engineering', 'Production', 'Repair', 'Spare Parts', 'Troubleshooting']"
768,Senior Android Engineer (Mobile Banking),Jobs via eFinancialCareers -,https://wuzzuf.net/jobs/careers/Jobs via eFinancialCareers-Kuwait-109028,"Doha, Qatar",Full Time,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Computer Engineering', 'Mechanical Engineering']"
